filename,original_label,path,rms_std,contrast,lyric_sad,lyric_joy,SAD_SCORE,RELAXED_SCORE
59_I Thought I Saw Your Face Today - She And Him (Lyrics) - Cassiopeia.wav,relaxed,data/raw\relaxed\59_I Thought I Saw Your Face Today - She And Him (Lyrics) - Cassiopeia.wav,0.06284332,25.68049561523708,0.3583262744359672,0.08601660840213299,1.5052010620274663,1.358343298077604
89_NIKI - You'll Be in My Heart ft. Phil Collins.wav,relaxed,data/raw2\relaxed\89_NIKI - You'll Be in My Heart ft. Phil Collins.wav,0.07245355,24.466114258957663,0.964118143543601,0.021495788358151913,2.622106997015571,1.3559359825615358
63_JVKE - her (official lyric video) - JVKE.wav,relaxed,data/raw\relaxed\63_JVKE - her (official lyric video) - JVKE.wav,0.14844178,25.07769839028845,0.5620183986611664,0.34531922824680805,2.5046809056735633,1.3525080637077975
52_Attack On Titan OST- Call of Silence (Lyrics) - ThatOnePotato.wav,relaxed,data/raw\relaxed\52_Attack On Titan OST- Call of Silence (Lyrics) - ThatOnePotato.wav,0.055987727,25.605036514150484,0.8790732035413384,0.04494702257215977,2.517124980723958,1.336159402250056
54_Clairo - Bags (Lyrics) - The Tiny Majority.wav,relaxed,data/raw\relaxed\54_Clairo - Bags (Lyrics) - The Tiny Majority.wav,0.10819715,23.46569940502793,0.13956871628761292,0.05585304321721196,1.0191406323148458,1.3241939243760408
62_innocence- HildirSvensson & Six dior. (Lyrics) - yunooyle.wav,relaxed,data/raw\relaxed\62_innocence- HildirSvensson & Six dior. (Lyrics) - yunooyle.wav,0.062295943,26.015259800770014,0.3155158832669258,0.09088787995278835,1.471715882335251,1.3137550445447512
97_Taylor Swift - Snow On The Beach ft. Lana Del Rey.wav,relaxed,data/raw2\relaxed\97_Taylor Swift - Snow On The Beach ft. Lana Del Rey.wav,0.056532566,25.39276967339621,0.8812722265720367,0.007649987004697323,2.488192164320126,1.2875059054695803
61_d4vd - Romantic Homicide (Lyrics) - 7clouds.wav,relaxed,data/raw\relaxed\61_d4vd - Romantic Homicide (Lyrics) - 7clouds.wav,0.06535724,25.494388705422235,0.7554967403411865,0.04450249671936035,2.315975836057445,1.2799920521770891
67_Multo — Cup of Joe (Lyrics) - cezca.wav,relaxed,data/raw\relaxed\67_Multo — Cup of Joe (Lyrics) - cezca.wav,0.09994064,23.850007611947817,0.45551759749650955,0.022943568881601095,1.677030100811161,1.2492002011256662
"73_Tyler, The Creator - Answer (Lyrics) - Rap City.wav",relaxed,"data/raw\relaxed\73_Tyler, The Creator - Answer (Lyrics) - Rap City.wav",0.10043141,24.726593743306967,0.614346832036972,0.09544835425913334,2.1667277222928263,1.2486594825259043
96_Taylor Swift - Eldest Daughter.wav,relaxed,data/raw2\relaxed\96_Taylor Swift - Eldest Daughter.wav,0.04710746,26.153165187326774,0.1821323186159134,0.011080581694841385,1.098179075823988,1.2348334736693076
65_Let Down - Radiohead - Lyrics - Pyroarp.wav,relaxed,data/raw\relaxed\65_Let Down - Radiohead - Lyrics - Pyroarp.wav,0.061904564,25.642125156235803,0.8898653388023376,0.014756297692656517,2.5934359669403,1.2157388412878125
72_The Walters - I Love You So (Lyrics) - Vibe Music.wav,relaxed,data/raw\relaxed\72_The Walters - I Love You So (Lyrics) - Vibe Music.wav,0.094329536,25.3201825715879,0.8690779082244262,0.09541884623467922,2.752178534635513,1.1915380305034504
