filename,original_label,path,chroma_std,flatness,contrast,lyric_sad,lyric_joy,SAD_SCORE,RELAXED_SCORE
"187_Lady Gaga, Bruno Mars - Die With A Smile (Lyrics).wav",sad,"data/raw2\sad\187_Lady Gaga, Bruno Mars - Die With A Smile (Lyrics).wav",0.12748717,0.019705279,25.442949931537104,0.875821192516014,0.06181303411722183,2.746652779606846,1.2980743100758263
173_Taylor-Swift-Back-To-December-_Lyrics_.wav,sad,data/raw\sad\173_Taylor-Swift-Back-To-December-_Lyrics_.wav,0.13756739,0.027749736,25.28797797030271,0.8340594816254452,0.11265027616173029,2.709098078128828,1.1937053662856236
158_Ed Sheeran - Photograph (Official Music Video).wav,sad,data/raw\sad\158_Ed Sheeran - Photograph (Official Music Video).wav,0.1321289,0.052026995,24.246347113353625,0.9284709703642875,0.05982133187353611,2.6778123182113323,0.6973372929224552
180_Billie Eilish - everything i wanted (Lyrics).wav,sad,data/raw2\sad\180_Billie Eilish - everything i wanted (Lyrics).wav,0.113739215,0.0017164382,24.15872344551386,0.9740510679548606,0.012091063428670168,2.616796695059146,1.6054207098185669
151_Adele - Hello (Official Music Video).wav,sad,data/raw\sad\151_Adele - Hello (Official Music Video).wav,0.1398161,0.018268194,24.283897021467368,0.8620229354128242,0.02785142231732607,2.6051702919576054,1.1543986341729686
76_beabadoobee-Coffee_.wav,relaxed,data/raw2\relaxed\76_beabadoobee-Coffee_.wav,0.118862666,0.0033629017,25.39014799818333,0.15934663638472557,0.7469797506928444,1.1854088826435056,3.156467954666807
79_Forest-Blakk If You Love Her.wav,relaxed,data/raw2\relaxed\79_Forest-Blakk If You Love Her.wav,0.15255605,0.009535367,26.360238536107403,0.05379661056213081,0.9109407551586628,1.3958420618184073,3.1540633157560887
71_THANK YOU 4 LOVIN' ME -  Paul Partohap (lirik video) - AnyTime Music.wav,relaxed,data/raw\relaxed\71_THANK YOU 4 LOVIN' ME -  Paul Partohap (lirik video) - AnyTime Music.wav,0.17817561,0.01484665,27.72643775971854,0.03553691296838224,0.9046446327120066,1.796537788151768,2.853049247580755
55_Daniel Caesar - Always (Lyrics) - 7clouds Rock.wav,relaxed,data/raw\relaxed\55_Daniel Caesar - Always (Lyrics) - 7clouds Rock.wav,0.16213244,0.0078200335,25.109376270095456,0.15797568066045642,0.6845105737447739,1.4617655607880073,2.6122456281043864
63_JVKE - her (official lyric video) - JVKE.wav,relaxed,data/raw\relaxed\63_JVKE - her (official lyric video) - JVKE.wav,0.11998961,0.007636928,25.07769839028845,0.5620183986611664,0.34531922824680805,1.9735403881691833,2.1890364742222985
99_The 1975 - About You.wav,relaxed,data/raw2\relaxed\99_The 1975 - About You.wav,0.10659701,0.017280526,22.94122424169866,0.3602548576891422,0.3673509657382965,1.0721349038905639,2.172084732293256
58_Frank Ocean - Godspeed (Lyrics) - Lyricz.wav,relaxed,data/raw\relaxed\58_Frank Ocean - Godspeed (Lyrics) - Lyricz.wav,0.17152475,0.007138524,26.403183356663725,0.47312239184975624,0.4646970257163048,2.4176614518776303,2.068457380027035
74_wave to earth - bad (Lyrics) - Alternate.wav,relaxed,data/raw\relaxed\74_wave to earth - bad (Lyrics) - Alternate.wav,0.1374923,0.006857869,24.822198348556572,0.2487326302798465,0.32708578184247017,1.411313626113434,2.0292104471762604
57_Faye Webster Kingston (Lyrics) - Worldly Hits.wav,relaxed,data/raw\relaxed\57_Faye Webster Kingston (Lyrics) - Worldly Hits.wav,0.12803264,0.030916648,25.160345973452483,0.5387298513669521,0.4298704620450735,2.0011743796874852,1.9099777522104455
54_Clairo - Bags (Lyrics) - The Tiny Majority.wav,relaxed,data/raw\relaxed\54_Clairo - Bags (Lyrics) - The Tiny Majority.wav,0.08280398,0.012222294,23.46569940502793,0.13956871628761292,0.05585304321721196,0.5268275776152533,1.7548566112254242
68_NIKI - lowkey (Lyrics) - Dan Music.wav,relaxed,data/raw\relaxed\68_NIKI - lowkey (Lyrics) - Dan Music.wav,0.13300787,0.00903585,25.064422752980448,0.6105583198368549,0.19341303408145905,2.170924659863834,1.731112627305023
75_wave to earth - love. (Lyrics) [HAN_ROM_ENG] - hazelnut latte.wav,relaxed,data/raw\relaxed\75_wave to earth - love. (Lyrics) [HAN_ROM_ENG] - hazelnut latte.wav,0.15217258,0.00718255,25.619887360508,0.5100137963891029,0.2133093662559986,2.2072481466061036,1.6612674354487613
56_Daniel Caesar - Get You (Lyrics) ft. Kali Uchis - Luxury Tones.wav,relaxed,data/raw\relaxed\56_Daniel Caesar - Get You (Lyrics) ft. Kali Uchis - Luxury Tones.wav,0.13508672,0.009620869,25.619618961273112,0.42804481089115143,0.14210816845297813,1.9071531068136789,1.592138397790695
84_Lana Del Rey - Radio.wav,relaxed,data/raw2\relaxed\84_Lana Del Rey - Radio.wav,0.117397,0.027734967,23.326355769782637,0.07899505458772182,0.22081072628498077,0.639570964342878,1.585677348858543
67_Multo — Cup of Joe (Lyrics) - cezca.wav,relaxed,data/raw\relaxed\67_Multo — Cup of Joe (Lyrics) - cezca.wav,0.101182945,0.010429751,23.850007611947817,0.45551759749650955,0.022943568881601095,1.3905932569712105,1.5736297410587985
86_Madison Beer - bittersweet.wav,relaxed,data/raw2\relaxed\86_Madison Beer - bittersweet.wav,0.11873668,0.009019064,24.867290425516316,0.92862688889727,0.03781329281628132,2.6869508284557737,1.4972895509193729
69_Paul Partohap - BEAUTiFUL (Lyric Video) - paul partohap.wav,relaxed,data/raw\relaxed\69_Paul Partohap - BEAUTiFUL (Lyric Video) - paul partohap.wav,0.17592673,0.010092935,26.2757022515717,0.6427138522267342,0.24245553463697433,2.780214170642168,1.4941850792317282
61_d4vd - Romantic Homicide (Lyrics) - 7clouds.wav,relaxed,data/raw\relaxed\61_d4vd - Romantic Homicide (Lyrics) - 7clouds.wav,0.12389094,0.0077883475,25.494388705422235,0.7554967403411865,0.04450249671936035,2.4788675196876633,1.4941630343154706
60_Joji - SLOW DANCING IN THE DARK (Lyrics) - 7clouds.wav,relaxed,data/raw\relaxed\60_Joji - SLOW DANCING IN THE DARK (Lyrics) - 7clouds.wav,0.16064645,0.0098972935,25.589006138963715,0.5779237598180771,0.1826869323849678,2.4070916706495495,1.4822161023301006
64_keshi - WANTCHU (Lyrics) - Urban Paradise.wav,relaxed,data/raw\relaxed\64_keshi - WANTCHU (Lyrics) - Urban Paradise.wav,0.111899294,0.017088195,23.87416165220681,0.6575560867786407,0.0662291832268238,1.8955407155511468,1.4718453027831244
